ID	name	source	formula	mass	charge	xrefs
MNXM744470	6'-exomethylene-lovastatin lactone form	M_6melvst_c;M_6melvst_e;M_6melvst_r	C24H34O5	402.52376	0	biggM:6melvst;bigg.metabolite:6melvst;biggM:M_6melvst
MNXM744471	6'-exomethylene-simvastatin-lactone form	M_6msmv_r	C25H36O5	416.55034	0	biggM:6msmv;bigg.metabolite:6msmv;biggM:M_6msmv
MNXM744472	6-hydroxy-fluvastatin	M_6ohfvs_c;M_6ohfvs_e;M_6ohfvs_r	C24H25FNNaO5	449.4472132	0	biggM:6ohfvs;bigg.metabolite:6ohfvs;biggM:M_6ohfvs
MNXM744473	6-hydroxy-fluvastatin-glucuronide	M_6ohfvsglu_c;M_6ohfvsglu_e;M_6ohfvsglu_r	C30H32FNNaO11	624.5633932	-1	biggM:6ohfvsglu;bigg.metabolite:6ohfvsglu;biggM:M_6ohfvsglu
MNXM744474	7-beta-OH-gliclazide-glucuronide	M_7bhglzglc_c;M_7bhglzglc_e;M_7bhglzglc_r	C21H27N3O10S	513.5193	-2	biggM:7bhglzglc;bigg.metabolite:7bhglzglc;biggM:M_7bhglzglc
MNXM744475	7-hydroxy-3-alpha-iso-pravastatin	M_7hpvs_c;M_7hpvs_e;M_7hpvs_r	C23H35NaO8	462.50897	0	biggM:7hpvs;bigg.metabolite:7hpvs;biggM:M_7hpvs
MNXM744476	7-Ketolithocholate	M_7klitchol_c;M_7klitchol_e	C24H37O4	389.54818	-1	biggM:7klitchol;bigg.metabolite:7klitchol;biggM:M_7klitchol
MNXM744477	Cis,Cis-Palmito-7,10-Dienoyl Coenzyme A	M_CE0849_m;M_CE0849_x	C37H58N7O17P3S	997.880683	-4	biggM:CE0849;bigg.metabolite:CE0849;biggM:M_CE0849
MNXM744478	5-S-Cysteinyldopa	M_CE1261_c;M_CE1261_e	C12H16N2O6S	316.33132	0	biggM:CE1261;bigg.metabolite:CE1261;biggM:M_CE1261
MNXM744479	Trans-2-Cis,Cis-5,8-Tetradecatrienoyl Coenzyme A	M_CE2432_m;M_CE2432_x	C35H52N7O17P3S	967.811643	-4	biggM:CE2432;bigg.metabolite:CE2432;biggM:M_CE2432
MNXM744480	Trans,Cis,Cis-2,7,10-Hexadecatrienoyl Coenzyme A	M_CE2433_m;M_CE2433_x	C37H56N7O17P3S	995.864803	-4	biggM:CE2433;bigg.metabolite:CE2433;biggM:M_CE2433
MNXM744481	Trans,Cis,Cis-2,9,12-Octadecatrienoyl Coenzyme A	M_CE2434_m;M_CE2434_x	C39H60N7O17P3S	1023.917963	-4	biggM:CE2434;bigg.metabolite:CE2434;biggM:M_CE2434
MNXM744482	2E,6Z,9Z,12Z-Octadecatetraenoyl Coenzyme A	M_CE2437_m;M_CE2437_x	C39H58N7O17P3S	1021.902083	-4	biggM:CE2437;bigg.metabolite:CE2437;biggM:M_CE2437
MNXM744483	3(S)-Hydroxy-6Z,9Z,12Z-Octadecatrienoyl Coenzyme A	M_CE2438_m;M_CE2438_x	C39H60N7O18P3S	1039.917363	-4	biggM:CE2438;bigg.metabolite:CE2438;biggM:M_CE2438
MNXM744484	3-Oxo-6Z,9Z,12Z-Octadecatrienoyl Coenzyme A	M_CE2439_m;M_CE2439_x	C39H58N7O18P3S	1037.901483	-4	biggM:CE2439;bigg.metabolite:CE2439;biggM:M_CE2439
MNXM744485	4Z,7Z,10Z-Hexadecatrienoyl Coenzyme A	M_CE2440_m;M_CE2440_x	C37H56N7O17P3S	995.864803	-4	biggM:CE2440;bigg.metabolite:CE2440;biggM:M_CE2440
MNXM744486	2E,4Z,7Z,10Z-Hexadecatetraenoyl Coenzyme A	M_CE2441_m;M_CE2441_x	C37H54N7O17P3S	993.848923	-4	biggM:CE2441;bigg.metabolite:CE2441;biggM:M_CE2441
MNXM744487	3Z,7Z,10Z-Hexadecatrienoyl Coenzyme A	M_CE2442_m;M_CE2442_x	C37H56N7O17P3S	995.864803	-4	biggM:CE2442;bigg.metabolite:CE2442;biggM:M_CE2442
MNXM744488	(3S)-3-Hydroxy-Cis-8-Tetradecenoyl Coenzyme A	M_CE4790_m	C35H56N7O18P3S	987.842803	-4	biggM:CE4790;bigg.metabolite:CE4790;biggM:M_CE4790
MNXM744489	3(S)-Hydroxy-Dihomo-Gama-Linolenoyl Coenzyme A	M_CE4791_c;M_CE4791_m;M_CE4791_x	C41H64N7O18P3S	1067.970523	-4	biggM:CE4791;bigg.metabolite:CE4791;biggM:M_CE4791
MNXM744490	3-Oxo-Cis-8-Tetradecenoyl Coenzyme A	M_CE4792_m	C35H54N7O18P3S	985.826923	-4	biggM:CE4792;bigg.metabolite:CE4792;biggM:M_CE4792
MNXM744491	Cis-6-Dodecenoyl Coenzyme A	M_CE4794_m	C33H52N7O17P3S	943.790243	-4	biggM:CE4794;bigg.metabolite:CE4794;biggM:M_CE4794
MNXM744492	2-Trans-Cis,Cis,Cis,Cis-4,8,11,14-Eicosapentaenoyl Coenzyme A	M_CE4795_m;M_CE4795_x	C41H60N7O17P3S	1047.939363	-4	biggM:CE4795;bigg.metabolite:CE4795;biggM:M_CE4795
MNXM744495	2,6-Dimethyl-Trans-2-Heptenoyl Coenzyme A	M_CE4799_m	C30H46N7O17P3S	901.710503	-4	biggM:CE4799;bigg.metabolite:CE4799;biggM:M_CE4799
MNXM744496	3(S)-Hydroxy-2(S),6-Dimethyl-Heptanoyl Coenzyme A	M_CE4800_m	C30H48N7O18P3S	919.725783	-4	biggM:CE4800;bigg.metabolite:CE4800;biggM:M_CE4800
MNXM744497	3(S)-Hydroxy-4(R),8-Dimethyl-Nonanoyl Coenzyme A	M_CE4801_m	C32H52N7O18P3S	947.778943	-4	biggM:CE4801;bigg.metabolite:CE4801;biggM:M_CE4801
MNXM744498	3(S)-Hydroxy-4-Methyl-Pentanoyl Coenzyme A	M_CE4802_m	C27H42N7O18P3S	877.646043	-4	biggM:CE4802;bigg.metabolite:CE4802;biggM:M_CE4802
MNXM744499	4(R),8-Dimethyl-Trans-2-Nonenoyl Coenzyme A	M_CE4806_m	C32H50N7O17P3S	929.763663	-4	biggM:CE4806;bigg.metabolite:CE4806;biggM:M_CE4806
MNXM744500	4-Methyl-Trans-2-Pentenoyl Coenzyme A	M_CE4807_m	C27H40N7O17P3S	859.630763	-4	biggM:CE4807;bigg.metabolite:CE4807;biggM:M_CE4807
MNXM744501	4-Methyl-Pentanoyl Coenzyme A	M_CE4808_m	C27H42N7O17P3S	861.646643	-4	biggM:CE4808;bigg.metabolite:CE4808;biggM:M_CE4808
MNXM744502	3(S)-Hydroxy-Tetracosa-6,9,12,15,18-All-Cis-Pentaenoyl Coenzyme A	M_CE4832_x	C45H68N7O18P3S	1120.045083	-4	biggM:CE4832;bigg.metabolite:CE4832;biggM:M_CE4832
MNXM744503	(3E,5Z,8Z)-Tetradecatrienoyl Coenzyme A	M_CE5117_m	C35H52N7O17P3S	967.811643	-4	biggM:CE5117;bigg.metabolite:CE5117;biggM:M_CE5117
MNXM744504	Trans-2-Cis,Cis-4,8-Tetradecatrienoyl Coenzyme A	M_CE5118_m	C35H52N7O17P3S	967.811643	-4	biggM:CE5118;bigg.metabolite:CE5118;biggM:M_CE5118
MNXM744505	Trans-3-Cis-8-Tetradecadienoyl Coenzyme A	M_CE5119_m	C35H54N7O17P3S	969.827523	-4	biggM:CE5119;bigg.metabolite:CE5119;biggM:M_CE5119
MNXM744506	Trans-2-Cis-8-Tetradecadienoyl Coenzyme A	M_CE5120_m	C35H54N7O17P3S	969.827523	-4	biggM:CE5120;bigg.metabolite:CE5120;biggM:M_CE5120
MNXM744507	Kinetensin 1-3	M_CE5787_e	C15H31N6O4	359.44468	1	biggM:CE5787;bigg.metabolite:CE5787;biggM:M_CE5787
MNXM744508	Kinetensin 4-8	M_CE5791_e	C35H47N10O7	719.81088	1	biggM:CE5791;bigg.metabolite:CE5791;biggM:M_CE5791
MNXM744509	3(R)-Hydroxy-Pristanoyl Coenzyme A	M_CE5934_x	C40H68N7O18P3S	1059.991583	-4	biggM:CE5934;bigg.metabolite:CE5934;biggM:M_CE5934
MNXM744510	11Z-Docosenoyl Coenzyme A	M_M00006_c;M_M00006_m;M_M00006_r	C43H72N7O17P3S	1084.056043	-4	biggM:M00006;bigg.metabolite:M00006;biggM:M_M00006
MNXM744511	11Z,14Z,17Z-Eicosatrienoylcarnitine	M_M00011_c;M_M00011_m	C27H47NO4	449.66642	0	biggM:M00011;bigg.metabolite:M00011;biggM:M_M00011
MNXM744512	13Z-Eicosenoyl Coenzyme A	M_M00018_c;M_M00018_m;M_M00018_r	C41H68N7O17P3S	1056.002883	-4	biggM:M00018;bigg.metabolite:M00018;biggM:M_M00018
MNXM744513	13Z-Octadecenoyl Coenzyme A	M_M00020_c;M_M00020_m;M_M00020_r	C39H64N7O17P3S	1027.949723	-4	biggM:M00020;bigg.metabolite:M00020;biggM:M_M00020
MNXM744514	(2E)-Heneicosenoyl Coenzyme A	M_M00044_c;M_M00044_m	C42H70N7O17P3S	1070.029463	-4	biggM:M00044;bigg.metabolite:M00044;biggM:M_M00044
MNXM744515	(2E)-Heptenoyl Coenzyme A	M_M00048_m	C28H42N7O17P3S	873.657343	-4	biggM:M00048;bigg.metabolite:M00048;biggM:M_M00048
MNXM744516	(2E)-Nonadecenoyl Coenzyme A	M_M00054_c;M_M00054_m	C40H66N7O17P3S	1041.976303	-4	biggM:M00054;bigg.metabolite:M00054;biggM:M_M00054
MNXM744517	(2E)-Tridecenoyl Coenzyme A	M_M00069_m	C34H54N7O17P3S	957.816823	-4	biggM:M00069;bigg.metabolite:M00069;biggM:M_M00069
MNXM744518	5Z,8Z,11Z-Eicosatrienoylcarnitine	M_M00100_c;M_M00100_m	C27H47NO4	449.66642	0	biggM:M00100;bigg.metabolite:M00100;biggM:M_M00100
MNXM744519	7Z-Octadecenoyl Coenzyme A	M_M00116_c;M_M00116_m	C39H64N7O17P3S	1027.949723	-4	biggM:M00116;bigg.metabolite:M00116;biggM:M_M00116
MNXM744520	8Z,11Z-Eicosadienoylcarnitine	M_M00122_c;M_M00122_m	C27H49NO4	451.6823	0	biggM:M00122;bigg.metabolite:M00122;biggM:M_M00122
MNXM744521	(S)-3-Hydroxy-7-Hexadecenoyl Coenzyme A	M_M00172_m;M_M00172_x	C37H60N7O18P3S	1015.895963	-4	biggM:M00172;bigg.metabolite:M00172;biggM:M_M00172
MNXM744522	10Z,13Z,16Z,19Z-Docosatetraenoic Acid	M_M00260_c;M_M00260_e	C22H35O2	331.5121	-1	biggM:M00260;bigg.metabolite:M00260;biggM:M_M00260
MNXM744523	10Z,13Z,16Z,19Z-Docosatetraenoylcarnitine	M_M00261_c;M_M00261_m	C29H49NO4	475.7037	0	biggM:M00261;bigg.metabolite:M00261;biggM:M_M00261
MNXM744524	10Z,13Z,16Z-Docosatrienoylcarnitine	M_M00263_c;M_M00263_m	C29H51NO4	477.71958	0	biggM:M00263;bigg.metabolite:M00263;biggM:M_M00263
MNXM744525	11Beta-Hydroxyprogesterone	M_M00285_c	C21H30O3	330.4611	0	biggM:M00285;bigg.metabolite:M00285;biggM:M_M00285
MNXM744526	12Z,15Z,18Z,21Z-Tetracosatetraenoic Acid	M_M00315_c;M_M00315_e	C24H39O2	359.56526	-1	biggM:M00315;bigg.metabolite:M00315;biggM:M_M00315
MNXM744527	13Z,16Z,19Z-Docosatrienoylcarnitine	M_M00342_c;M_M00342_m	C29H51NO4	477.71958	0	biggM:M00342;bigg.metabolite:M00342;biggM:M_M00342
MNXM744528	13Z,16Z,19Z-Docosatrienoyl Coenzyme A	M_M00343_c;M_M00343_m;M_M00343_r	C43H68N7O17P3S	1080.024283	-4	biggM:M00343;bigg.metabolite:M00343;biggM:M_M00343
MNXM744529	21-Hydroxypregnenolone	M_21hprgnlone_c;M_21hprgnlone_e;M_M00605_c	C21H32O3	332.47698	0	biggM:M00605;bigg.metabolite:21hprgnlone;bigg.metabolite:M00605;biggM:21hprgnlone;biggM:M_21hprgnlone;biggM:M_M00605
MNXM744530	Cholest-5-En-3Beta,22R-Diol	M_M00606_m	C27H46O2	402.65294	0	biggM:M00606;bigg.metabolite:M00606;biggM:M_M00606
MNXM744531	25(R)Tetrahca Coenzyme A	M_M00615_c;M_M00615_x	C48H76N7O21P3S	1212.138903	-4	biggM:M00615;bigg.metabolite:M00615;biggM:M_M00615
MNXM744532	3(S)-Hydroxy-11Cis-Docosenoyl Coenzyme A	M_M00699_c	C43H72N7O18P3S	1100.055443	-4	biggM:M00699;bigg.metabolite:M00699;biggM:M_M00699
MNXM744533	3(S)-Hydroxy-13-Cis-Eicosenoyl Coenzyme A	M_M00702_c;M_M00702_m	C41H68N7O18P3S	1072.002283	-4	biggM:M00702;bigg.metabolite:M00702;biggM:M_M00702
MNXM744534	3(S)-Hydroxy-9-Cis-Eicosenoyl Coenzyme A	M_M00707_c	C41H68N7O18P3S	1072.002283	-4	biggM:M00707;bigg.metabolite:M00707;biggM:M_M00707
MNXM744535	3(S)-Hydroxy-Docosa-13,16,19-All-Cis-Trienoyl Coenzyme A	M_M00712_c	C43H68N7O18P3S	1096.023683	-4	biggM:M00712;bigg.metabolite:M00712;biggM:M_M00712
MNXM744536	3(S)-Hydroxy-Hexacosenoyl Coenzyme A	M_M00715_c;M_M00715_x	C47H80N7O18P3S	1156.161763	-4	biggM:M00715;bigg.metabolite:M00715;biggM:M_M00715
MNXM744537	3,7,24THCA	M_M00742_c;M_M00742_m	C28H47O5	463.66978	-1	biggM:M00742;bigg.metabolite:M00742;biggM:M_M00742
MNXM744538	3,7,24Thca Coenzyme A	M_M00743_c;M_M00743_x	C48H76N7O20P3S	1196.139503	-4	biggM:M00743;bigg.metabolite:M00743;biggM:M_M00743
MNXM744539	3Alpha,7Alpha,12Alpha,24-Tetrahydroxy-5Beta-Cholestan-26-Al	M_M00746_m	C27H46O5	450.65114	0	biggM:M00746;bigg.metabolite:M00746;biggM:M_M00746
MNXM744540	3Alpha,7Alpha,24-Trihydroxy-5Beta-Cholestan-26-Al	M_M00753_m	C27H46O4	434.65174	0	biggM:M00753;bigg.metabolite:M00753;biggM:M_M00753
MNXM744541	3-Hydroxyheneicosanoyl Coenzyme A	M_M00778_c;M_M00778_m	C42H72N7O18P3S	1088.044743	-4	biggM:M00778;bigg.metabolite:M00778;biggM:M_M00778
MNXM744542	3-Hydroxyheptadecanoyl Coenzyme A	M_M00780_m	C38H64N7O18P3S	1031.938423	-4	biggM:M00780;bigg.metabolite:M00780;biggM:M_M00780
MNXM744543	3-Hydroxynonadecanoyl Coenzyme A	M_M00790_c;M_M00790_m	C40H68N7O18P3S	1059.991583	-4	biggM:M00790;bigg.metabolite:M00790;biggM:M_M00790
MNXM744544	3-Hydroxypentadecanoyl Coenzyme A	M_M00795_m	C36H60N7O18P3S	1003.885263	-4	biggM:M00795;bigg.metabolite:M00795;biggM:M_M00795
MNXM744545	3-Hydroxytridecanoyl Coenzyme A	M_M00804_m	C34H56N7O18P3S	975.832103	-4	biggM:M00804;bigg.metabolite:M00804;biggM:M_M00804
MNXM744546	3-Oxo-11Cis-Docosenoyl Coenzyme A	M_M00839_c	C43H70N7O18P3S	1098.039563	-4	biggM:M00839;bigg.metabolite:M00839;biggM:M_M00839
MNXM744547	3-Oxo-9-Cis-Eicosenoyl Coenzyme A	M_M00852_c	C41H66N7O18P3S	1069.986403	-4	biggM:M00852;bigg.metabolite:M00852;biggM:M_M00852
MNXM744548	3-Oxoheneicosanoyl Coenzyme A	M_M00873_c;M_M00873_m	C42H70N7O18P3S	1086.028863	-4	biggM:M00873;bigg.metabolite:M00873;biggM:M_M00873
MNXM744549	3-Oxoheptadecanoyl Coenzyme A	M_M00875_m	C38H62N7O18P3S	1029.922543	-4	biggM:M00875;bigg.metabolite:M00875;biggM:M_M00875
MNXM744550	3-Oxoheptanoyl Coenzyme A	M_M00877_m	C28H42N7O18P3S	889.656743	-4	biggM:M00877;bigg.metabolite:M00877;biggM:M_M00877
MNXM744551	3-Oxomyrist-5-Enoyl Coenzyme A	M_M00885_m;M_M00885_x	C35H54N7O18P3S	985.826923	-4	biggM:M00885;bigg.metabolite:M00885;biggM:M_M00885
MNXM744552	3-Oxononadecanoyl Coenzyme A	M_M00887_c;M_M00887_m	C40H66N7O18P3S	1057.975703	-4	biggM:M00887;bigg.metabolite:M00887;biggM:M_M00887
MNXM744553	3-Oxononanoyl Coenzyme A	M_M00889_m	C30H46N7O18P3S	917.709903	-4	biggM:M00889;bigg.metabolite:M00889;biggM:M_M00889
MNXM744554	3-Oxopentadecanoyl Coenzyme A	M_M00897_m	C36H58N7O18P3S	1001.869383	-4	biggM:M00897;bigg.metabolite:M00897;biggM:M_M00897
MNXM744555	3-Oxotricosanoyl Coenzyme A	M_M00907_c	C44H74N7O18P3S	1114.082023	-4	biggM:M00907;bigg.metabolite:M00907;biggM:M_M00907
MNXM744556	3-Oxotridecanoyl Coenzyme A	M_M00909_m	C34H54N7O18P3S	973.816223	-4	biggM:M00909;bigg.metabolite:M00909;biggM:M_M00909
MNXM744557	3-Oxoundecanoyl Coenzyme A	M_M00911_m	C32H50N7O18P3S	945.763063	-4	biggM:M00911;bigg.metabolite:M00911;biggM:M_M00911
MNXM744558	4-Cholesten-7',12',24-Triol-3-One	M_M00976_c	C27H44O4	432.63586	0	biggM:M00976;bigg.metabolite:M00976;biggM:M_M00976
MNXM744559	7Alpha,12Alpha,26-Trihydroxycholest-4-En-3-One	M_M00977_c	C27H44O4	432.63586	0	biggM:M00977;bigg.metabolite:M00977;biggM:M_M00977
MNXM744560	5Beta-Cholestan-3Alpha,7Alpha,12Alpha,24(S),27-Pentol	M_M01076_m	C27H48O5	452.66702	0	biggM:M01076;bigg.metabolite:M01076;biggM:M_M01076
MNXM744561	5Beta-Cholestan-3Alpha,7Alpha,12Alpha,24(S)-Tetrol	M_M01077_c;M_M01077_m	C27H48O4	436.66762	0	biggM:M01077;bigg.metabolite:M01077;biggM:M_M01077
MNXM744562	5Beta-Cholestane-3Alpha,7Alpha,24,26-Tetrol	M_M01079_m	C27H48O4	436.66762	0	biggM:M01079;bigg.metabolite:M01079;biggM:M_M01079
MNXM744563	5Beta-Cholestane-3Alpha,7Alpha,24-Triol	M_M01080_c;M_M01080_m	C27H48O3	420.66822	0	biggM:M01080;bigg.metabolite:M01080;biggM:M_M01080
MNXM744564	7Alpha,24-Dihydroxy-5Beta-Cholestan-3-One	M_M01081_c	C27H46O4	434.65174	0	biggM:M01081;bigg.metabolite:M01081;biggM:M_M01081
MNXM744565	7Alpha,24Alpha-Dihydroxy-5Beta-Cholestan-3-One	M_M01083_c	C27H46O3	418.65234	0	biggM:M01083;bigg.metabolite:M01083;biggM:M_M01083
MNXM744566	7Alpha,26-Dihydroxy-5Beta-Cholestan-3-One	M_M01084_c	C27H46O3	418.65234	0	biggM:M01084;bigg.metabolite:M01084;biggM:M_M01084
MNXM744567	9Z-Eicosenoyl Coenzyme A	M_M01236_c;M_M01236_m;M_M01236_r	C41H68N7O17P3S	1056.002883	-4	biggM:M01236;bigg.metabolite:M01236;biggM:M_M01236
MNXM744568	Cholest-5-En-3B-Yl (9Z-Heptadecenoate)	M_M01454_r	C44H76O2	637.07304	0	biggM:M01454;bigg.metabolite:M01454;biggM:M_M01454
MNXM744569	Cholest-5-En-3Beta-Yl (15Z-Tetracosenoate)	M_M01465_r	C51H90O2	735.2591	0	biggM:M01465;bigg.metabolite:M01465;biggM:M_M01465
MNXM744570	Cholest-5-En-3B-Yl (Heptadecanoate)	M_M01495_r	C44H78O2	639.08892	0	biggM:M01495;bigg.metabolite:M01495;biggM:M_M01495
MNXM744571	Cholest-5-En-3Beta-Yl Dodecanoate	M_M01498_r	C39H68O2	568.95602	0	biggM:M01498;bigg.metabolite:M01498;biggM:M_M01498
MNXM744572	Cholest-5-En-3Beta-Yl Tetradecanoate	M_M01501_r	C41H72O2	597.00918	0	biggM:M01501;bigg.metabolite:M01501;biggM:M_M01501
MNXM744573	Cholest-5-En-3Beta-Yl Nonadecanoate	M_M01502_r	C46H82O2	667.14208	0	biggM:M01502;bigg.metabolite:M01502;biggM:M_M01502
MNXM744574	Cholest-5-En-3B-Yl (Pentadecanoate)	M_M01506_r	C42H74O2	611.03576	0	biggM:M01506;bigg.metabolite:M01506;biggM:M_M01506
MNXM744575	Docosenoylcarnitine(11)	M_M01726_c;M_M01726_m	C29H55NO4	481.75134	0	biggM:M01726;bigg.metabolite:M01726;biggM:M_M01726
MNXM744576	Docosenoylcarnitine	M_M01727_c;M_M01727_m	C29H55NO4	481.75134	0	biggM:M01727;bigg.metabolite:M01727;biggM:M_M01727
MNXM744577	Eicosenoylcarnitine(7)	M_M01776_c;M_M01776_m	C27H51NO4	453.69818	0	biggM:M01776;bigg.metabolite:M01776;biggM:M_M01776
MNXM744578	Eicosenoylcarnitine(9)	M_M01777_c;M_M01777_m	C27H51NO4	453.69818	0	biggM:M01777;bigg.metabolite:M01777;biggM:M_M01777
MNXM744580	Heneicosanoylcarnitine	M_M02051_c;M_M02051_m	C28H55NO4	469.74064	0	biggM:M02051;bigg.metabolite:M02051;biggM:M_M02051
MNXM744581	Heneicosanoyl Coenzyme A	M_M02052_c;M_M02052_m;M_M02052_r	C42H72N7O17P3S	1072.045343	-4	biggM:M02052;bigg.metabolite:M02052;biggM:M_M02052
MNXM744582	Heptadecenoylcarnitine(7)	M_M02102_c;M_M02102_m	C24H45NO4	411.61844	0	biggM:M02102;bigg.metabolite:M02102;biggM:M_M02102
MNXM744583	Heptadecenoylcarnitine(8)	M_M02103_c;M_M02103_m	C24H45NO4	411.61844	0	biggM:M02103;bigg.metabolite:M02103;biggM:M_M02103
MNXM744585	Nonadecanoylcarnitine	M_M02611_c;M_M02611_m	C26H51NO4	441.68748	0	biggM:M02611;bigg.metabolite:M02611;biggM:M_M02611
MNXM744586	Octadecatrienoylcarnitine	M_M02637_c;M_M02637_m;M_M02637_r	C25H43NO4	421.61326	0	biggM:M02637;bigg.metabolite:M02637;biggM:M_M02637
MNXM744587	Octadecenoylcarnitine(11)	M_M02638_c;M_M02638_m	C25H47NO4	425.64502	0	biggM:M02638;bigg.metabolite:M02638;biggM:M_M02638
MNXM744588	Retinyl Palmitate	M_M02837_e	C36H58O3	538.84392	0	biggM:M02837;bigg.metabolite:M02837;biggM:M_M02837
MNXM744589	Tetradecenoylcarnitine(9)	M_M02976_c;M_M02976_m	C21H39NO4	369.5387	0	biggM:M02976;bigg.metabolite:M02976;biggM:M_M02976
MNXM744590	Trans,Cis,Cis,Cis-2,13,16,19-Docosatetraenoyl Coenzyme A	M_M03006_c	C43H66N7O17P3S	1078.008403	-4	biggM:M03006;bigg.metabolite:M03006;biggM:M_M03006
MNXM744591	Trans,Cis,Cis-2,13,16-Docasatrienoyl Coenzyme A	M_M03008_c	C43H68N7O17P3S	1080.024283	-4	biggM:M03008;bigg.metabolite:M03008;biggM:M_M03008
MNXM744592	Trans,Cis-2,11-Docosadienoyl Coenzyme A	M_M03011_c	C43H70N7O17P3S	1082.040163	-4	biggM:M03011;bigg.metabolite:M03011;biggM:M_M03011
MNXM744593	Trans,Cis-2,17-Hexacosadienoyl Coenzyme A	M_M03016_c;M_M03016_x	C47H78N7O17P3S	1138.146483	-4	biggM:M03016;bigg.metabolite:M03016;biggM:M_M03016
MNXM744594	Trans,Cis-2,9-Eicosadienoyl Coenzyme A	M_M03018_c	C41H66N7O17P3S	1053.987003	-4	biggM:M03018;bigg.metabolite:M03018;biggM:M_M03018
MNXM744595	Trans,Cis-Myristo-2,5-Dienoyl Coenzyme A	M_M03022_m;M_M03022_x	C35H54N7O17P3S	969.827523	-4	biggM:M03022;bigg.metabolite:M03022;biggM:M_M03022
MNXM744596	Acetaminophen glucuronide	M_acmpglu_c;M_acmpglu_e;M_acmpglu_r	C14H16NO8	326.27878	-1	biggM:acmpglu;bigg.metabolite:acmpglu;biggM:M_acmpglu
MNXM744597	Acetaminophen-glutathione-conjugate	M_acmpglut_c;M_acmpglut_e;M_acmpglut_r	C19H26N4O7S	454.4985	0	biggM:acmpglut;bigg.metabolite:acmpglut;biggM:M_acmpglut
MNXM744598	Alanyl-Arginyl-Cysteine	M_alaargcys_c;M_alaargcys_e	C12H25N6O4S	349.43094	1	biggM:alaargcys;bigg.metabolite:alaargcys;biggM:M_alaargcys
MNXM744599	Alanyl-Arginyl-Glycine	M_alaarggly_c;M_alaarggly_e	C11H23N6O4	303.33836	1	biggM:alaarggly;bigg.metabolite:alaarggly;biggM:M_alaarggly
MNXM744600	Alanyl-Asparaginyl-Leucine	M_alaasnleu_c;M_alaasnleu_e	C13H24N4O5	316.35362	0	biggM:alaasnleu;bigg.metabolite:alaasnleu;biggM:M_alaasnleu
MNXM744601	Alanyl-Glycyl-Lysine	M_alaglylys_c;M_alaglylys_e	C11H23N4O4	275.32488	1	biggM:alaglylys;bigg.metabolite:alaglylys;biggM:M_alaglylys
MNXM744602	Alanyl-Histidyl-Alanine	M_alahisala_c;M_alahisala_e	C12H19N5O4	297.31056	0	biggM:alahisala;bigg.metabolite:alahisala;biggM:M_alahisala
MNXM744603	Alanyl-Lysine-Threonine	M_alalysthr_c;M_alalysthr_e	C13H27N4O5	319.37744	1	biggM:alalysthr;bigg.metabolite:alalysthr;biggM:M_alalysthr
MNXM744604	AM19 (cyclosporine)	M_am19cs_c;M_am19cs_e;M_am19cs_r	C62H111N11O14	1234.61048	0	biggM:am19cs;bigg.metabolite:am19cs;biggM:M_am19cs
MNXM744605	AM1A4N (cyclosporine)	M_am1a4ncs_c;M_am1a4ncs_e	C61H106N11O14	1217.56008	-1	biggM:am1a4ncs;bigg.metabolite:am1a4ncs;biggM:M_am1a4ncs
MNXM744606	AM1Ac (cyclosporine)	M_am1accs_c;M_am1accs_e;M_am1accs_r	C62H108N11O14	1231.58666	-1	biggM:am1accs;bigg.metabolite:am1accs;biggM:M_am1accs
MNXM744607	AM1A (cyclosporine)	M_am1acs_c;M_am1acs_e;M_am1acs_r	C62H108N11O14	1231.58666	-1	biggM:am1acs;bigg.metabolite:am1acs;biggM:M_am1acs
MNXM744608	AM1AL (cyclosporine)	M_am1alcs_c;M_am1alcs_e;M_am1alcs_r	C62H109N11O13	1216.5952	0	biggM:am1alcs;bigg.metabolite:am1alcs;biggM:M_am1alcs
MNXM744609	AM1c4N9 (cyclosporine)	M_am1c4n9cs_c;M_am1c4n9cs_e	C61H109N11O14	1220.5839	0	biggM:am1c4n9cs;bigg.metabolite:am1c4n9cs;biggM:M_am1c4n9cs
MNXM744610	AM1c9 (cyclosporine)	M_am1c9cs_c;M_am1c9cs_e;M_am1c9cs_r	C62H111N11O14	1234.61048	0	biggM:am1c9cs;bigg.metabolite:am1c9cs;biggM:M_am1c9cs
MNXM744611	AM1c (cyclosporine)	M_am1ccs_c;M_am1ccs_e;M_am1ccs_r	C62H111N11O13	1218.61108	0	biggM:am1ccs;bigg.metabolite:am1ccs;biggM:M_am1ccs
MNXM744612	AM1c-glucuronide (cyclosporine)	M_am1cglc_c;M_am1cglc_e;M_am1cglc_r	C68H118N11O19	1393.72726	-1	biggM:am1cglc;bigg.metabolite:am1cglc;biggM:M_am1cglc
MNXM744613	AM1 (cyclosporine)	M_am1csa_c;M_am1csa_e;M_am1csa_r	C62H111N11O13	1218.61108	0	biggM:am1csa;bigg.metabolite:am1csa;biggM:M_am1csa
MNXM744614	AM4N9 (cyclosporine)	M_am4n9cs_c;M_am4n9cs_e;M_am4n9cs_r	C61H109N11O13	1204.5845	0	biggM:am4n9cs;bigg.metabolite:am4n9cs;biggM:M_am4n9cs
